subject,violation,linear_interference,congruency,number,structure,feature,false_responses,total_trials,trials_per_construction,trials_per_combination,error_per_construction,error_total,error_per_combination
8,1,1,1,sing,obj,number,1,473,157,20,0.6369426751592357,0.21141649048625794,5.0
8,1,0,0,plur,obj,number,1,473,157,19,0.6369426751592357,0.21141649048625794,5.263157894736842
8,0,1,0,sing,pp,number,0,473,157,20,0.0,0.0,0.0
8,1,1,1,plur,pp,number,6,473,157,19,3.821656050955414,1.2684989429175475,31.57894736842105
8,0,0,1,plur,pp,number,0,473,157,20,0.0,0.0,0.0
8,1,1,1,plur,pp,animacy,0,473,159,20,0.0,0.0,0.0
8,1,1,1,sing,pp,number,3,473,157,20,1.910828025477707,0.6342494714587738,15.0
8,1,0,0,plur,pp,number,2,473,157,20,1.2738853503184715,0.42283298097251587,10.0
8,0,1,0,plur,obj,number,6,473,157,19,3.821656050955414,1.2684989429175475,31.57894736842105
8,0,0,1,plur,pp,animacy,0,473,159,20,0.0,0.0,0.0
8,0,0,1,sing,pp,animacy,0,473,159,20,0.0,0.0,0.0
8,1,1,1,sing,pp,animacy,6,473,159,20,3.7735849056603774,1.2684989429175475,30.0
8,0,1,0,plur,pp,animacy,0,473,159,20,0.0,0.0,0.0
8,0,1,0,sing,pp,animacy,0,473,159,20,0.0,0.0,0.0
8,1,0,0,sing,obj,number,0,473,157,20,0.0,0.0,0.0
8,1,0,0,sing,pp,number,4,473,157,19,2.547770700636943,0.8456659619450317,21.052631578947366
8,0,1,0,sing,obj,number,1,473,157,20,0.6369426751592357,0.21141649048625794,5.0
8,0,0,1,sing,obj,number,0,473,157,20,0.0,0.0,0.0
8,0,0,1,sing,pp,number,0,473,157,19,0.0,0.0,0.0
8,1,0,0,sing,pp,animacy,3,473,159,19,1.8867924528301887,0.6342494714587738,15.789473684210526
8,1,1,1,plur,obj,number,1,473,157,20,0.6369426751592357,0.21141649048625794,5.0
9,0,1,0,sing,pp,animacy,1,479,160,20,0.625,0.20876826722338201,5.0
9,1,1,1,plur,pp,animacy,0,479,160,20,0.0,0.0,0.0
9,1,1,1,sing,pp,animacy,1,479,160,20,0.625,0.20876826722338201,5.0
9,1,0,0,sing,pp,animacy,0,479,160,20,0.0,0.0,0.0
9,1,1,1,plur,pp,number,1,479,160,20,0.625,0.20876826722338201,5.0
9,0,1,0,plur,pp,number,1,479,160,20,0.625,0.20876826722338201,5.0
9,1,0,0,plur,pp,animacy,1,479,160,20,0.625,0.20876826722338201,5.0
9,0,0,1,plur,pp,number,0,479,160,20,0.0,0.0,0.0
9,1,0,0,sing,obj,number,10,479,159,19,6.289308176100629,2.0876826722338206,52.63157894736842
9,0,1,0,sing,pp,number,1,479,160,20,0.625,0.20876826722338201,5.0
9,1,0,0,sing,pp,number,0,479,160,20,0.0,0.0,0.0
9,0,1,0,plur,pp,animacy,0,479,160,20,0.0,0.0,0.0
9,0,1,0,sing,obj,number,0,479,159,20,0.0,0.0,0.0
9,1,0,0,plur,obj,number,6,479,159,20,3.7735849056603774,1.2526096033402923,30.0
9,1,1,1,sing,obj,number,0,479,159,20,0.0,0.0,0.0
9,0,1,0,plur,obj,number,3,479,159,20,1.8867924528301887,0.6263048016701461,15.0
9,1,1,1,plur,obj,number,6,479,159,20,3.7735849056603774,1.2526096033402923,30.0
9,0,0,1,plur,obj,number,3,479,159,20,1.8867924528301887,0.6263048016701461,15.0
9,0,0,1,plur,pp,animacy,1,479,160,20,0.625,0.20876826722338201,5.0
9,0,0,1,sing,pp,animacy,0,479,160,20,0.0,0.0,0.0
9,0,0,1,sing,obj,number,1,479,159,20,0.628930817610063,0.20876826722338201,5.0
9,1,0,0,plur,pp,number,2,479,160,20,1.25,0.41753653444676403,10.0
9,0,0,1,sing,pp,number,0,479,160,20,0.0,0.0,0.0
9,1,1,1,sing,pp,number,1,479,160,20,0.625,0.20876826722338201,5.0
10,0,0,1,plur,pp,animacy,5,473,159,20,3.1446540880503147,1.0570824524312896,25.0
10,1,0,0,plur,obj,number,6,473,156,19,3.8461538461538463,1.2684989429175475,31.57894736842105
10,1,0,0,sing,pp,number,3,473,158,19,1.89873417721519,0.6342494714587738,15.789473684210526
10,1,1,1,plur,pp,animacy,2,473,159,20,1.257861635220126,0.42283298097251587,10.0
10,0,0,1,sing,obj,number,3,473,156,19,1.9230769230769231,0.6342494714587738,15.789473684210526
10,1,0,0,sing,obj,number,4,473,156,20,2.564102564102564,0.8456659619450317,20.0
10,1,0,0,plur,pp,number,5,473,158,20,3.1645569620253164,1.0570824524312896,25.0
10,1,0,0,sing,pp,animacy,1,473,159,20,0.628930817610063,0.21141649048625794,5.0
10,1,1,1,plur,pp,number,8,473,158,20,5.063291139240507,1.6913319238900635,40.0
10,0,0,1,plur,obj,number,3,473,156,18,1.9230769230769231,0.6342494714587738,16.666666666666664
10,1,0,0,plur,pp,animacy,6,473,159,20,3.7735849056603774,1.2684989429175475,30.0
10,0,1,0,sing,pp,animacy,4,473,159,19,2.515723270440252,0.8456659619450317,21.052631578947366
10,0,1,0,plur,pp,animacy,0,473,159,20,0.0,0.0,0.0
10,1,1,1,sing,pp,number,6,473,158,20,3.79746835443038,1.2684989429175475,30.0
10,0,1,0,sing,obj,number,5,473,156,20,3.205128205128205,1.0570824524312896,25.0
10,0,0,1,plur,pp,number,6,473,158,20,3.79746835443038,1.2684989429175475,30.0
10,0,1,0,plur,obj,number,5,473,156,20,3.205128205128205,1.0570824524312896,25.0
10,1,1,1,sing,pp,animacy,3,473,159,20,1.8867924528301887,0.6342494714587738,15.0
10,1,1,1,plur,obj,number,5,473,156,20,3.205128205128205,1.0570824524312896,25.0
10,1,1,1,sing,obj,number,7,473,156,20,4.487179487179487,1.4799154334038054,35.0
10,0,1,0,plur,pp,number,3,473,158,19,1.89873417721519,0.6342494714587738,15.789473684210526
10,0,0,1,sing,pp,number,1,473,158,20,0.6329113924050633,0.21141649048625794,5.0
10,0,1,0,sing,pp,number,2,473,158,20,1.2658227848101267,0.42283298097251587,10.0
10,0,0,1,sing,pp,animacy,5,473,159,20,3.1446540880503147,1.0570824524312896,25.0
11,0,0,1,plur,pp,animacy,1,477,160,20,0.625,0.20964360587002098,5.0
11,0,1,0,sing,pp,number,1,477,160,20,0.625,0.20964360587002098,5.0
11,0,0,1,plur,obj,number,3,477,157,19,1.910828025477707,0.628930817610063,15.789473684210526
11,0,1,0,sing,obj,number,0,477,157,20,0.0,0.0,0.0
11,1,1,1,plur,obj,number,1,477,157,20,0.6369426751592357,0.20964360587002098,5.0
11,0,1,0,sing,pp,animacy,1,477,160,20,0.625,0.20964360587002098,5.0
11,1,1,1,plur,pp,number,0,477,160,20,0.0,0.0,0.0
11,0,0,1,sing,obj,number,0,477,157,20,0.0,0.0,0.0
11,0,0,1,sing,pp,number,0,477,160,20,0.0,0.0,0.0
11,1,1,1,sing,pp,number,0,477,160,20,0.0,0.0,0.0
11,1,0,0,plur,pp,number,0,477,160,20,0.0,0.0,0.0
11,1,0,0,sing,obj,number,0,477,157,20,0.0,0.0,0.0
11,1,0,0,plur,pp,animacy,0,477,160,20,0.0,0.0,0.0
11,0,1,0,plur,pp,animacy,0,477,160,20,0.0,0.0,0.0
11,0,1,0,plur,obj,number,3,477,157,20,1.910828025477707,0.628930817610063,15.0
11,0,0,1,sing,pp,animacy,0,477,160,20,0.0,0.0,0.0
11,0,0,1,plur,pp,number,0,477,160,20,0.0,0.0,0.0
11,1,0,0,plur,obj,number,2,477,157,18,1.2738853503184715,0.41928721174004197,11.11111111111111
11,1,0,0,sing,pp,number,1,477,160,20,0.625,0.20964360587002098,5.0
11,1,1,1,sing,pp,animacy,1,477,160,20,0.625,0.20964360587002098,5.0
11,1,1,1,plur,pp,animacy,0,477,160,20,0.0,0.0,0.0
11,0,1,0,plur,pp,number,0,477,160,20,0.0,0.0,0.0
11,1,0,0,sing,pp,animacy,0,477,160,20,0.0,0.0,0.0
11,1,1,1,sing,obj,number,0,477,157,20,0.0,0.0,0.0
12,1,0,0,sing,obj,number,5,478,159,20,3.1446540880503147,1.0460251046025104,25.0
12,0,1,0,plur,pp,animacy,1,478,160,20,0.625,0.20920502092050208,5.0
12,1,1,1,sing,obj,number,4,478,159,20,2.515723270440252,0.8368200836820083,20.0
12,1,1,1,plur,obj,number,4,478,159,20,2.515723270440252,0.8368200836820083,20.0
12,1,0,0,plur,pp,number,11,478,159,20,6.918238993710692,2.301255230125523,55.00000000000001
12,1,0,0,plur,obj,number,8,478,159,20,5.031446540880504,1.6736401673640167,40.0
12,1,0,0,sing,pp,number,10,478,159,20,6.289308176100629,2.092050209205021,50.0
12,1,1,1,sing,pp,number,2,478,159,20,1.257861635220126,0.41841004184100417,10.0
12,0,0,1,plur,pp,number,1,478,159,20,0.628930817610063,0.20920502092050208,5.0
12,0,1,0,plur,obj,number,5,478,159,20,3.1446540880503147,1.0460251046025104,25.0
12,0,1,0,sing,pp,number,4,478,159,20,2.515723270440252,0.8368200836820083,20.0
12,1,0,0,sing,pp,animacy,5,478,160,20,3.125,1.0460251046025104,25.0
12,0,0,1,sing,pp,animacy,0,478,160,20,0.0,0.0,0.0
12,0,0,1,plur,pp,animacy,1,478,160,20,0.625,0.20920502092050208,5.0
12,0,0,1,sing,obj,number,2,478,159,20,1.257861635220126,0.41841004184100417,10.0
12,1,0,0,plur,pp,animacy,6,478,160,20,3.75,1.2552301255230125,30.0
12,0,0,1,plur,obj,number,4,478,159,19,2.515723270440252,0.8368200836820083,21.052631578947366
12,1,1,1,plur,pp,number,5,478,159,20,3.1446540880503147,1.0460251046025104,25.0
12,0,1,0,plur,pp,number,2,478,159,19,1.257861635220126,0.41841004184100417,10.526315789473683
12,0,0,1,sing,pp,number,0,478,159,20,0.0,0.0,0.0
12,0,1,0,sing,obj,number,5,478,159,20,3.1446540880503147,1.0460251046025104,25.0
12,1,1,1,sing,pp,animacy,6,478,160,20,3.75,1.2552301255230125,30.0
12,1,1,1,plur,pp,animacy,6,478,160,20,3.75,1.2552301255230125,30.0
12,0,1,0,sing,pp,animacy,0,478,160,20,0.0,0.0,0.0
13,1,0,0,sing,obj,number,2,475,156,20,1.282051282051282,0.42105263157894735,10.0
13,1,0,0,plur,pp,number,5,475,159,20,3.1446540880503147,1.0526315789473684,25.0
13,0,1,0,sing,obj,number,2,475,156,20,1.282051282051282,0.42105263157894735,10.0
13,0,0,1,plur,pp,number,2,475,159,20,1.257861635220126,0.42105263157894735,10.0
13,0,0,1,sing,obj,number,1,475,156,19,0.641025641025641,0.21052631578947367,5.263157894736842
13,1,0,0,sing,pp,number,5,475,159,20,3.1446540880503147,1.0526315789473684,25.0
13,1,1,1,plur,pp,number,3,475,159,20,1.8867924528301887,0.631578947368421,15.0
13,0,0,1,plur,pp,animacy,0,475,160,20,0.0,0.0,0.0
13,0,1,0,sing,pp,number,0,475,159,19,0.0,0.0,0.0
13,0,1,0,sing,pp,animacy,0,475,160,20,0.0,0.0,0.0
